event,channel,band,n_epochs,absolute_power_uv2_per_hz,relative_power
S_11,C3,beta_13_30Hz,4,2.466059786982962,0.25705535692655873
S_11,T7,delta_1_4Hz,4,2.5819825735976663,0.12327383497179517
S_11,T7,theta_4_8Hz,4,1.7003691529549958,0.06597191044426143
S_11,T7,alpha_8_13Hz,4,0.6064448651497336,0.02687491643509603
S_11,T7,beta_13_30Hz,4,11.639250067378752,0.44865652618222573
S_11,TP9,delta_1_4Hz,4,5.027846982806129,0.15449012240195764
S_11,TP9,theta_4_8Hz,4,2.846195194855592,0.09288490844525572
S_11,TP9,alpha_8_13Hz,4,1.333013916718433,0.044188388620251054
S_11,TP9,beta_13_30Hz,4,12.425511584108904,0.38593665018034595
S_11,CP5,delta_1_4Hz,4,5.138435679737941,0.23876674561365796
S_11,CP5,theta_4_8Hz,4,2.6706626551251724,0.117006108306411
S_11,CP5,alpha_8_13Hz,4,1.2370685992290735,0.05420448009921003
S_11,CP5,beta_13_30Hz,4,4.843695794704343,0.2241596402225742
S_11,CP1,delta_1_4Hz,4,4.519163903647784,0.26140198406824233
S_11,CP1,theta_4_8Hz,4,1.586493109597698,0.10355629245563994
S_11,CP1,alpha_8_13Hz,4,1.0022199081899388,0.06852592544481903
S_11,CP1,beta_13_30Hz,4,2.376625320745438,0.20074633454827995
S_11,Pz,delta_1_4Hz,4,7.401291493527465,0.24230028640198215
S_11,Pz,theta_4_8Hz,4,4.1249010621378455,0.15437106832224856
S_11,Pz,alpha_8_13Hz,4,1.4776869787394313,0.05848503911009677
S_11,Pz,beta_13_30Hz,4,3.4166965725297027,0.15702469392163657
S_11,P3,delta_1_4Hz,4,7.848015623765002,0.27738653578591604
S_11,P3,theta_4_8Hz,4,1.8258334413533588,0.07754758540153779
S_11,P3,alpha_8_13Hz,4,1.8521070675606819,0.06754412788985885
S_11,P3,beta_13_30Hz,4,5.6067895375517365,0.23043229107468083
S_11,P7,delta_1_4Hz,4,7.793808940201994,0.2019968247662418
S_11,P7,theta_4_8Hz,4,3.4297960658604345,0.08945855201803855
S_11,P7,alpha_8_13Hz,4,1.5303508578289629,0.05615433851239862
S_11,P7,beta_13_30Hz,4,7.478572569298784,0.2806962429439705
S_11,O1,delta_1_4Hz,4,8.270452442974216,0.19379627434121574
S_11,O1,theta_4_8Hz,4,4.132499180277226,0.08718587459434977
S_11,O1,alpha_8_13Hz,4,2.3623640823328085,0.04957990026224224
S_11,O1,beta_13_30Hz,4,11.960246823968127,0.2632915469609394
S_11,Oz,delta_1_4Hz,4,7.951171689767999,0.19842765556165629
S_11,Oz,theta_4_8Hz,4,3.9443520325226515,0.10062807920970387
S_11,Oz,alpha_8_13Hz,4,1.5922255023936025,0.041619228569174875
S_11,Oz,beta_13_30Hz,4,9.474995273857104,0.2622643554806183
S_11,O2,delta_1_4Hz,4,11.641367503271741,0.16781766874176549
S_11,O2,theta_4_8Hz,4,4.762039054003497,0.07595870988647993
S_11,O2,alpha_8_13Hz,4,2.644918692296595,0.0441019971621803
S_11,O2,beta_13_30Hz,4,17.294648911102374,0.29193667868052986
S_11,P4,delta_1_4Hz,4,9.258280683731492,0.3094789464497279
S_11,P4,theta_4_8Hz,4,2.579430543227066,0.11356377819684113
S_11,P4,alpha_8_13Hz,4,0.9486119070910064,0.03212601755325021
S_11,P4,beta_13_30Hz,4,4.444763720003959,0.21088562649071632
S_11,P8,delta_1_4Hz,4,10.263349915340283,0.28045137532219944
S_11,P8,theta_4_8Hz,4,2.984932532261924,0.09733915404291561
S_11,P8,alpha_8_13Hz,4,1.285436206152574,0.042681629751404306
S_11,P8,beta_13_30Hz,4,6.157833172716537,0.214437413272004
S_11,TP10,delta_1_4Hz,4,9.199072232940066,0.17138054962308852
S_11,TP10,theta_4_8Hz,4,2.925482995750784,0.05565782617532373
S_11,TP10,alpha_8_13Hz,4,0.5928053968003745,0.016127701729141228
S_11,TP10,beta_13_30Hz,4,19.499523579057108,0.44589151744213074
S_11,CP6,delta_1_4Hz,4,8.911679423338219,0.26394160664395533
S_11,CP6,theta_4_8Hz,4,3.0932980038360873,0.12263453464180316
S_11,CP6,alpha_8_13Hz,4,1.1865334948684496,0.04080691991670598
S_11,CP6,beta_13_30Hz,4,6.6869470138320235,0.2154486542274404
S_11,CP2,delta_1_4Hz,4,7.3774258044175065,0.29670272065636016
S_11,CP2,theta_4_8Hz,4,2.7205697553873605,0.11568941163078181
S_11,CP2,alpha_8_13Hz,4,0.7175397555123899,0.031174943205579148
S_11,CP2,beta_13_30Hz,4,5.296946401908974,0.2589940359146795
S_11,Cz,delta_1_4Hz,4,5.269325218831151,0.28866073576340745
S_11,Cz,theta_4_8Hz,4,2.2809499128825363,0.12605260673606092
S_11,Cz,alpha_8_13Hz,4,0.596657507553493,0.03380848368903023
S_11,Cz,beta_13_30Hz,4,3.2261551602525187,0.21178125616910498
S_11,C4,delta_1_4Hz,4,4.385688709097922,0.20212512452272785
S_11,C4,theta_4_8Hz,4,1.9559287968678942,0.08629468799612343
S_11,C4,alpha_8_13Hz,4,1.2702178102035908,0.06283309737593538
S_11,C4,beta_13_30Hz,4,8.40296447243948,0.30036139382890387
S_11,T8,delta_1_4Hz,4,7.355844317632838,0.15946563977538047
S_11,T8,theta_4_8Hz,4,1.6175066192464849,0.035046292507500104
S_11,T8,alpha_8_13Hz,4,0.8040370373581419,0.018352981196736853
S_11,T8,beta_13_30Hz,4,21.83021390062578,0.4888202129406263
S_11,FT10,delta_1_4Hz,4,10.395799166739288,0.29817180612881505
S_11,FT10,theta_4_8Hz,4,1.914701176279084,0.05965504114681588
S_11,FT10,alpha_8_13Hz,4,1.1687248458759987,0.0404735519736164
S_11,FT10,beta_13_30Hz,4,8.86598023470825,0.2955828883498451
S_11,FC6,delta_1_4Hz,4,5.044485667111513,0.17480577844791484
S_11,FC6,theta_4_8Hz,4,1.3626891335878157,0.06470017211317415
S_11,FC6,alpha_8_13Hz,4,1.115572859498906,0.061529821212418595
S_11,FC6,beta_13_30Hz,4,9.578590661897719,0.4068558512710536
S_11,FC2,delta_1_4Hz,4,3.28579162608796,0.23832713683719303
S_11,FC2,theta_4_8Hz,4,1.2390150218657057,0.10490730662127917
S_11,FC2,alpha_8_13Hz,4,0.37374416398677973,0.029565845683464865
S_11,FC2,beta_13_30Hz,4,5.716032805794653,0.32748563898972566
S_11,F4,delta_1_4Hz,4,10.925748614121678,0.30382756021939183
S_11,F4,theta_4_8Hz,4,2.645980716347109,0.09090494464827562
S_11,F4,alpha_8_13Hz,4,0.9545696977967607,0.04485972038668673
S_11,F4,beta_13_30Hz,4,9.402865061042649,0.24368742103193722
S_11,F8,delta_1_4Hz,4,26.27234327966887,0.3911819445891924
S_11,F8,theta_4_8Hz,4,5.21306766524583,0.08592953568913737
S_11,F8,alpha_8_13Hz,4,1.2738499620453978,0.0247122043243553
S_11,F8,beta_13_30Hz,4,13.506427445555586,0.20379235622004643
S_11,Fp2,delta_1_4Hz,4,182.9188994372045,0.444945553570964
S_11,Fp2,theta_4_8Hz,4,44.276243924282525,0.09715878307546566
S_11,Fp2,alpha_8_13Hz,4,4.397210103643729,0.021893011912606383
S_11,Fp2,beta_13_30Hz,4,10.505839715105145,0.11860317244261886
S_12,Fp1,delta_1_4Hz,3,11.814143427900028,0.34892475360086256
S_12,Fp1,theta_4_8Hz,3,3.575887838306603,0.09546980317686184
S_12,Fp1,alpha_8_13Hz,3,1.8072385111072564,0.050486519958426714
S_12,Fp1,beta_13_30Hz,3,7.129395135705579,0.18985999280827393
S_12,F3,delta_1_4Hz,3,6.103266537989985,0.27109980496546887
S_12,F3,theta_4_8Hz,3,1.4436612974845486,0.06507684066935783
S_12,F3,alpha_8_13Hz,3,1.0592971483358629,0.044157929416937684
S_12,F3,beta_13_30Hz,3,13.961019766360415,0.42390467890776046
S_12,F7,delta_1_4Hz,3,13.901808972373807,0.3147458305975593
S_12,F7,theta_4_8Hz,3,2.3661692860460453,0.06346240535124172
S_12,F7,alpha_8_13Hz,3,1.5538197683029855,0.038800531717926294
S_12,F7,beta_13_30Hz,3,13.205712350891616,0.3444081881215523
S_12,FT9,delta_1_4Hz,3,6.198696604276685,0.26331671661911144
S_12,FT9,theta_4_8Hz,3,1.885617701702234,0.07910837941360933
S_12,FT9,alpha_8_13Hz,3,0.7794007263594399,0.032488130177460994
S_12,FT9,beta_13_30Hz,3,7.700814974580326,0.3231609264054473
S_12,FC5,delta_1_4Hz,3,5.403189986525584,0.27121749568399234
S_12,FC5,theta_4_8Hz,3,1.2131677903043978,0.07284681521819657
S_12,FC5,alpha_8_13Hz,3,0.40461814794118645,0.023086480823708663
