event,channel,n_epochs,peak_amplitude_uv,peak_latency_ms,mean_amplitude_0_800ms_uv
S_8,FC2,7,-5.762171529923531,136.0,-1.231166869461485
S_8,F4,7,-7.393162028616904,776.0,0.11214079605935687
S_8,F8,7,10.892486388585956,574.0,0.15494469688362186
S_8,Fp2,7,19.282581489131683,569.0,0.15102412528661877
S_9,Fp1,4,-11.339785032675438,255.0,-0.6092185985310169
S_9,F3,4,-12.025478820554403,336.0,-2.1879265268993024
S_9,F7,4,-14.543342681161624,470.0,-3.115671740073
S_9,FT9,4,-15.959484201457203,519.0,-3.2111576542354645
S_9,FC5,4,-11.911087926717174,337.0,-3.260939131271969
S_9,FC1,4,-10.244441897140465,335.0,-2.703060066976862
S_9,C3,4,-7.883729005131301,256.0,-2.086659251396493
S_9,T7,4,-14.97420361429798,517.0,-2.4635259592136336
S_9,TP9,4,-11.311544574244458,518.0,-1.4612956137601243
S_9,CP5,4,-7.549971337316661,523.0,-1.4603366009566983
S_9,CP1,4,-7.345975229747968,124.0,-1.9886759756305068
S_9,Pz,4,-8.450632854263553,56.0,-2.0103895210181775
S_9,P3,4,-7.8588736045121035,504.0,-1.0524969043719303
S_9,P7,4,-10.491568747043223,50.0,-0.7698688287018093
S_9,O1,4,-9.992529603265854,55.0,-0.5872402286156818
