input_file,sampling_rate_hz,eeg_channels,s_markers_used,r_markers_ignored,accepted_epochs,event_counts,filter_hz,baseline_s,epoch_s
C:\Users\user\OneDrive\桌面\HRV_V2\0727 chen_try.vhdr,1000.0,31,90,18,83,"{'1': 7, '2': 8, '3': 8, '4': 8, '5': 7, '6': 8, '7': 8, '8': 8, '9': 4, '10': 4, '11': 4, '12': 4, '13': 4, '14': 4, '15': 4}",1-40,-0.2-0.0,-0.2-0.8
